Date,ADI Score
2012-10-14 00:00:00,63.46
2012-10-15 00:00:00,63.33
2012-10-16 00:00:00,63.38
2012-10-17 00:00:00,64.08
2012-10-18 00:00:00,63.76
2012-10-19 00:00:00,63.32
2012-10-20 00:00:00,63.69
2012-10-21 00:00:00,62.71
2012-10-22 00:00:00,63.42
2012-10-23 00:00:00,64.12
2012-10-24 00:00:00,63.11
2012-10-25 00:00:00,62.79
2012-10-26 00:00:00,62.89
2012-10-27 00:00:00,62.67
2012-10-28 00:00:00,62.82
2012-10-29 00:00:00,63.03
2012-10-30 00:00:00,62.51
2012-10-31 00:00:00,63.22
2012-11-01 00:00:00,63.66
2012-11-02 00:00:00,62.75
2012-11-03 00:00:00,63.97
2012-11-04 00:00:00,63.46
2012-11-05 00:00:00,63.72
2012-11-06 00:00:00,62.88
2012-11-07 00:00:00,63.63
2012-11-08 00:00:00,62.66
2012-11-09 00:00:00,63.65
2012-11-10 00:00:00,63.29
2012-11-11 00:00:00,63.47
2012-11-12 00:00:00,62.61
2012-11-13 00:00:00,62.75
2012-11-14 00:00:00,63.49
2012-11-15 00:00:00,62.72
2012-11-16 00:00:00,63.42
2012-11-17 00:00:00,62.51
2012-11-18 00:00:00,63.61
2012-11-19 00:00:00,62.57
2012-11-20 00:00:00,63.46
2012-11-21 00:00:00,63.5
2012-11-22 00:00:00,62.84
2012-11-23 00:00:00,63.48
2012-11-24 00:00:00,63.31
2012-11-25 00:00:00,62.91
2012-11-26 00:00:00,62.68
2012-11-27 00:00:00,62.2
2012-11-28 00:00:00,63.35
2012-11-29 00:00:00,62.4
2012-11-30 00:00:00,63.22
2012-12-01 00:00:00,63.04
2012-12-02 00:00:00,63.51
2012-12-03 00:00:00,63.02
2012-12-04 00:00:00,63.01
2012-12-05 00:00:00,63.54
2012-12-06 00:00:00,63.34
2012-12-07 00:00:00,63.33
2012-12-08 00:00:00,63.4
2012-12-09 00:00:00,62.4
2012-12-10 00:00:00,63.54
2012-12-11 00:00:00,63.47
2012-12-12 00:00:00,62.65
2012-12-13 00:00:00,63.04
2012-12-14 00:00:00,63.14
2012-12-15 00:00:00,63.09
2012-12-16 00:00:00,63.32
2012-12-17 00:00:00,63.87
2012-12-18 00:00:00,63.7
2012-12-19 00:00:00,62.5
2012-12-20 00:00:00,63.46
2012-12-21 00:00:00,63.82
2012-12-22 00:00:00,63.34
2012-12-23 00:00:00,63.7
2012-12-24 00:00:00,64.15
2012-12-25 00:00:00,63.66
2012-12-26 00:00:00,63.27
2012-12-27 00:00:00,63.67
2012-12-28 00:00:00,63.22
2012-12-29 00:00:00,63.15
2012-12-30 00:00:00,62.97
2012-12-31 00:00:00,63.92
2013-01-01 00:00:00,62.73
2013-01-02 00:00:00,63.9
2013-01-03 00:00:00,63.39
2013-01-04 00:00:00,62.44
2013-01-05 00:00:00,63.32
2013-01-06 00:00:00,62.08
2013-01-07 00:00:00,63.45
2013-01-08 00:00:00,63.57
2013-01-09 00:00:00,62.83
2013-01-10 00:00:00,63.19
2013-01-11 00:00:00,64.11
2013-01-12 00:00:00,62.87
2013-01-13 00:00:00,62.6
2013-01-14 00:00:00,63.87
2013-01-15 00:00:00,64.1
2013-01-16 00:00:00,63.12
2013-01-17 00:00:00,63.63
2013-01-18 00:00:00,63.79
2013-01-19 00:00:00,62.75
2013-01-20 00:00:00,62.88
2013-01-21 00:00:00,63.73
2013-01-22 00:00:00,63.96
2013-01-23 00:00:00,63.4
2013-01-24 00:00:00,62.67
2013-01-25 00:00:00,64.11
2013-01-26 00:00:00,62.85
2013-01-27 00:00:00,62.94
2013-01-28 00:00:00,63.28
2013-01-29 00:00:00,63.88
2013-01-30 00:00:00,63.53
2013-01-31 00:00:00,63.31
2013-02-01 00:00:00,63.34
2013-02-02 00:00:00,63.12
2013-02-03 00:00:00,63.38
2013-02-04 00:00:00,61.84
2013-02-05 00:00:00,62.95
2013-02-06 00:00:00,63.22
2013-02-07 00:00:00,62.52
2013-02-08 00:00:00,63.29
2013-02-09 00:00:00,62.99
2013-02-10 00:00:00,63.97
2013-02-11 00:00:00,63.88
2013-02-12 00:00:00,62.86
2013-02-13 00:00:00,63.01
2013-02-14 00:00:00,63.05
2013-02-15 00:00:00,62.86
2013-02-16 00:00:00,63.18
2013-02-17 00:00:00,62.71
2013-02-18 00:00:00,62.52
2013-02-19 00:00:00,63.39
2013-02-20 00:00:00,63.4
2013-02-21 00:00:00,62.68
2013-02-22 00:00:00,63.53
2013-02-23 00:00:00,62.76
2013-02-24 00:00:00,63.2
2013-02-25 00:00:00,63.49
2013-02-26 00:00:00,63.06
2013-02-27 00:00:00,63.3
2013-02-28 00:00:00,62.81
2013-03-01 00:00:00,62.97
2013-03-02 00:00:00,62.97
2013-03-03 00:00:00,62.7
2013-03-04 00:00:00,62.98
2013-03-05 00:00:00,62.29
2013-03-06 00:00:00,62.82
2013-03-07 00:00:00,62.92
2013-03-08 00:00:00,62.94
2013-03-09 00:00:00,62.94
2013-03-10 00:00:00,63.03
2013-03-11 00:00:00,63.3
2013-03-12 00:00:00,63.5
2013-03-13 00:00:00,62.73
2013-03-14 00:00:00,62.46
2013-03-15 00:00:00,62.53
2013-03-16 00:00:00,62.81
2013-03-17 00:00:00,62.88
2013-03-18 00:00:00,62.67
2013-03-19 00:00:00,62.4
2013-03-20 00:00:00,62.82
2013-03-21 00:00:00,63.14
2013-03-22 00:00:00,63.35
2013-03-23 00:00:00,62.77
2013-03-24 00:00:00,62.84
2013-03-25 00:00:00,62.58
2013-03-26 00:00:00,63.03
2013-03-27 00:00:00,62.62
2013-03-28 00:00:00,63.33
2013-03-29 00:00:00,62.15
2013-03-30 00:00:00,62.86
2013-03-31 00:00:00,63.19
2013-04-01 00:00:00,63.13
2013-04-02 00:00:00,64.38
2013-04-03 00:00:00,63.21
2013-04-04 00:00:00,62.53
2013-04-05 00:00:00,62.98
2013-04-06 00:00:00,62.14
2013-04-07 00:00:00,62.99
2013-04-08 00:00:00,62.61
2013-04-09 00:00:00,63.48
2013-04-10 00:00:00,62.75
2013-04-11 00:00:00,62.97
2013-04-12 00:00:00,62.71
2013-04-13 00:00:00,63.89
2013-04-14 00:00:00,62.86
2013-04-15 00:00:00,63.94
2013-04-16 00:00:00,63.43
2013-04-17 00:00:00,63.26
2013-04-18 00:00:00,63.2
2013-04-19 00:00:00,63.21
2013-04-20 00:00:00,62.05
2013-04-21 00:00:00,62.87
2013-04-22 00:00:00,63.43
2013-04-23 00:00:00,62.99
2013-04-24 00:00:00,62.31
2013-04-25 00:00:00,62.98
2013-04-26 00:00:00,63.86
2013-04-27 00:00:00,63.63
2013-04-28 00:00:00,62.97
2013-04-29 00:00:00,63.48
2013-04-30 00:00:00,62.82
2013-05-01 00:00:00,62.15
2013-05-02 00:00:00,62.54
2013-05-03 00:00:00,63.78
2013-05-04 00:00:00,62.86
2013-05-05 00:00:00,62.88
2013-05-06 00:00:00,62.85
2013-05-07 00:00:00,63.95
2013-05-08 00:00:00,63.81
2013-05-09 00:00:00,64.1
2013-05-10 00:00:00,62.91
2013-05-11 00:00:00,63.14
2013-05-12 00:00:00,62.23
2013-05-13 00:00:00,63.73
2013-05-14 00:00:00,62.4
2013-05-15 00:00:00,63.09
2013-05-16 00:00:00,62.44
2013-05-17 00:00:00,62.69
2013-05-18 00:00:00,62.56
2013-05-19 00:00:00,62.68
2013-05-20 00:00:00,62.71
2013-05-21 00:00:00,62.7
2013-05-22 00:00:00,63.39
2013-05-23 00:00:00,62.42
2013-05-24 00:00:00,63.09
2013-05-25 00:00:00,63.58
2013-05-26 00:00:00,62.72
2013-05-27 00:00:00,62.61
2013-05-28 00:00:00,62.86
2013-05-29 00:00:00,63.56
2013-05-30 00:00:00,63.07
2013-05-31 00:00:00,62.7
2013-06-01 00:00:00,63.21
2013-06-02 00:00:00,62.41
2013-06-03 00:00:00,63.3
2013-06-04 00:00:00,63.17
2013-06-05 00:00:00,62.81
2013-06-06 00:00:00,62.54
2013-06-07 00:00:00,62.52
2013-06-08 00:00:00,63.23
2013-06-09 00:00:00,63.57
2013-06-10 00:00:00,62.64
2013-06-11 00:00:00,63.18
2013-06-12 00:00:00,61.91
2013-06-13 00:00:00,62.66
2013-06-14 00:00:00,62.94
2013-06-15 00:00:00,62.49
2013-06-16 00:00:00,62.48
2013-06-17 00:00:00,62.61
2013-06-18 00:00:00,63.09
2013-06-19 00:00:00,62.85
2013-06-20 00:00:00,61.82
2013-06-21 00:00:00,61.88
2013-06-22 00:00:00,62.64
2013-06-23 00:00:00,63.17
2013-06-24 00:00:00,61.57
2013-06-25 00:00:00,62.69
2013-06-26 00:00:00,62.67
2013-06-27 00:00:00,63.63
2013-06-28 00:00:00,62.74
2013-06-29 00:00:00,63.13
2013-06-30 00:00:00,63.0
2013-07-01 00:00:00,61.87
2013-07-02 00:00:00,63.31
2013-07-03 00:00:00,63.04
2013-07-04 00:00:00,63.18
2013-07-05 00:00:00,64.89
2013-07-06 00:00:00,61.88
2013-07-07 00:00:00,63.79
2013-07-08 00:00:00,62.78
2013-07-09 00:00:00,63.07
2013-07-10 00:00:00,62.9
2013-07-11 00:00:00,62.71
2013-07-12 00:00:00,62.63
2013-07-13 00:00:00,63.08
2013-07-14 00:00:00,62.16
2013-07-15 00:00:00,63.29
2013-07-16 00:00:00,62.71
2013-07-17 00:00:00,62.35
2013-07-18 00:00:00,62.69
2013-07-19 00:00:00,63.54
2013-07-20 00:00:00,62.64
2013-07-21 00:00:00,63.09
2013-07-22 00:00:00,62.54
2013-07-23 00:00:00,63.29
2013-07-24 00:00:00,63.25
2013-07-25 00:00:00,63.83
2013-07-26 00:00:00,62.81
2013-07-27 00:00:00,63.24
2013-07-28 00:00:00,62.95
2013-07-29 00:00:00,63.55
2013-07-30 00:00:00,62.54
2013-07-31 00:00:00,63.27
2013-08-01 00:00:00,62.8
2013-08-02 00:00:00,62.86
2013-08-03 00:00:00,62.94
2013-08-04 00:00:00,63.02
2013-08-05 00:00:00,62.83
2013-08-06 00:00:00,63.0
2013-08-07 00:00:00,63.68
2013-08-08 00:00:00,63.38
2013-08-09 00:00:00,63.32
2013-08-10 00:00:00,62.66
2013-08-11 00:00:00,62.44
2013-08-12 00:00:00,63.36
2013-08-13 00:00:00,63.32
2013-08-14 00:00:00,63.62
2013-08-15 00:00:00,62.58
2013-08-16 00:00:00,62.76
2013-08-17 00:00:00,62.06
2013-08-18 00:00:00,62.68
2013-08-19 00:00:00,63.37
2013-08-20 00:00:00,62.64
2013-08-21 00:00:00,63.19
2013-08-22 00:00:00,62.78
2013-08-23 00:00:00,63.03
2013-08-24 00:00:00,62.3
2013-08-25 00:00:00,62.91
2013-08-26 00:00:00,61.37
2013-08-27 00:00:00,62.77
2013-08-28 00:00:00,62.05
2013-08-29 00:00:00,63.47
2013-08-30 00:00:00,63.25
2013-08-31 00:00:00,63.09
2013-09-01 00:00:00,63.62
2013-09-02 00:00:00,62.38
2013-09-03 00:00:00,63.73
2013-09-04 00:00:00,63.32
2013-09-05 00:00:00,62.74
2013-09-06 00:00:00,63.42
2013-09-07 00:00:00,62.3
2013-09-08 00:00:00,62.44
2013-09-09 00:00:00,62.55
2013-09-10 00:00:00,62.59
2013-09-11 00:00:00,62.32
2013-09-12 00:00:00,63.46
2013-09-13 00:00:00,62.72
2013-09-14 00:00:00,63.02
2013-09-15 00:00:00,62.56
2013-09-16 00:00:00,61.93
2013-09-17 00:00:00,62.98
2013-09-18 00:00:00,61.88
2013-09-19 00:00:00,62.81
2013-09-20 00:00:00,62.15
2013-09-21 00:00:00,63.83
2013-09-22 00:00:00,63.29
2013-09-23 00:00:00,62.89
2013-09-24 00:00:00,63.47
2013-09-25 00:00:00,62.41
2013-09-26 00:00:00,63.1
2013-09-27 00:00:00,62.93
2013-09-28 00:00:00,62.96
2013-09-29 00:00:00,63.46
2013-09-30 00:00:00,63.19
2013-10-01 00:00:00,62.97
2013-10-02 00:00:00,62.0
2013-10-03 00:00:00,62.34
2013-10-04 00:00:00,62.76
2013-10-05 00:00:00,62.87
2013-10-06 00:00:00,62.25
2013-10-07 00:00:00,64.02
2013-10-08 00:00:00,63.58
2013-10-09 00:00:00,63.12
2013-10-10 00:00:00,62.85
2013-10-11 00:00:00,62.71
2013-10-12 00:00:00,62.34
2013-10-13 00:00:00,62.85
2013-10-14 00:00:00,62.94
2013-10-15 00:00:00,62.19
2013-10-16 00:00:00,62.98
2013-10-17 00:00:00,62.73
2013-10-18 00:00:00,61.85
2013-10-19 00:00:00,62.37
2013-10-20 00:00:00,62.6
2013-10-21 00:00:00,63.75
2013-10-22 00:00:00,63.08
2013-10-23 00:00:00,62.13
2013-10-24 00:00:00,63.04
2013-10-25 00:00:00,62.02
2013-10-26 00:00:00,63.34
2013-10-27 00:00:00,62.56
2013-10-28 00:00:00,62.75
2013-10-29 00:00:00,63.46
2013-10-30 00:00:00,62.15
2013-10-31 00:00:00,62.09
2013-11-01 00:00:00,62.5
2013-11-02 00:00:00,63.31
2013-11-03 00:00:00,62.03
2013-11-04 00:00:00,61.37
2013-11-05 00:00:00,62.56
2013-11-06 00:00:00,63.06
2013-11-07 00:00:00,63.38
2013-11-08 00:00:00,62.55
2013-11-09 00:00:00,62.58
2013-11-10 00:00:00,63.36
2013-11-11 00:00:00,61.84
2013-11-12 00:00:00,62.58
2013-11-13 00:00:00,62.87
2013-11-14 00:00:00,63.0
2013-11-15 00:00:00,62.52
2013-11-16 00:00:00,62.79
2013-11-17 00:00:00,61.53
2013-11-18 00:00:00,62.44
2013-11-19 00:00:00,63.0
2013-11-20 00:00:00,62.28
2013-11-21 00:00:00,62.8
2013-11-22 00:00:00,62.99
2013-11-23 00:00:00,62.59
2013-11-24 00:00:00,62.85
2013-11-25 00:00:00,62.28
2013-11-26 00:00:00,62.66
2013-11-27 00:00:00,63.07
2013-11-28 00:00:00,62.84
2013-11-29 00:00:00,62.46
2013-11-30 00:00:00,62.87
2013-12-01 00:00:00,63.11
2013-12-02 00:00:00,61.73
2013-12-03 00:00:00,63.33
2013-12-04 00:00:00,62.58
2013-12-05 00:00:00,62.96
2013-12-06 00:00:00,63.35
2013-12-07 00:00:00,62.06
2013-12-08 00:00:00,62.39
2013-12-09 00:00:00,62.6
2013-12-10 00:00:00,62.35
2013-12-11 00:00:00,63.61
2013-12-12 00:00:00,62.31
2013-12-13 00:00:00,62.46
2013-12-14 00:00:00,62.84
2013-12-15 00:00:00,62.14
2013-12-16 00:00:00,62.54
2013-12-17 00:00:00,62.9
2013-12-18 00:00:00,62.57
2013-12-19 00:00:00,62.69
2013-12-20 00:00:00,62.47
2013-12-21 00:00:00,61.98
2013-12-22 00:00:00,62.89
2013-12-23 00:00:00,63.61
2013-12-24 00:00:00,62.74
2013-12-25 00:00:00,62.84
2013-12-26 00:00:00,63.07
2013-12-27 00:00:00,62.09
2013-12-28 00:00:00,63.58
2013-12-29 00:00:00,62.82
2013-12-30 00:00:00,63.54
2013-12-31 00:00:00,62.35
2014-01-01 00:00:00,63.63
2014-01-02 00:00:00,63.11
2014-01-03 00:00:00,62.99
2014-01-04 00:00:00,62.83
2014-01-05 00:00:00,62.59
2014-01-06 00:00:00,63.31
2014-01-07 00:00:00,62.78
2014-01-08 00:00:00,61.73
2014-01-09 00:00:00,62.15
2014-01-10 00:00:00,62.62
2014-01-11 00:00:00,62.86
2014-01-12 00:00:00,62.68
2014-01-13 00:00:00,63.32
2014-01-14 00:00:00,61.73
2014-01-15 00:00:00,62.78
2014-01-16 00:00:00,61.79
2014-01-17 00:00:00,63.08
2014-01-18 00:00:00,62.65
2014-01-19 00:00:00,62.91
2014-01-20 00:00:00,62.27
2014-01-21 00:00:00,63.34
2014-01-22 00:00:00,63.22
2014-01-23 00:00:00,62.99
2014-01-24 00:00:00,62.63
2014-01-25 00:00:00,62.98
2014-01-26 00:00:00,62.34
2014-01-27 00:00:00,63.12
2014-01-28 00:00:00,63.51
2014-01-29 00:00:00,63.22
2014-01-30 00:00:00,62.32
2014-01-31 00:00:00,62.87
2014-02-01 00:00:00,62.04
2014-02-02 00:00:00,62.97
2014-02-03 00:00:00,62.91
2014-02-04 00:00:00,61.75
2014-02-05 00:00:00,62.1
2014-02-06 00:00:00,62.54
2014-02-07 00:00:00,62.53
2014-02-08 00:00:00,62.07
2014-02-09 00:00:00,62.87
2014-02-10 00:00:00,62.8
2014-02-11 00:00:00,62.58
2014-02-12 00:00:00,62.29
2014-02-13 00:00:00,63.19
2014-02-14 00:00:00,63.5
2014-02-15 00:00:00,62.43
2014-02-16 00:00:00,62.36
2014-02-17 00:00:00,62.91
2014-02-18 00:00:00,62.49
2014-02-19 00:00:00,62.59
2014-02-20 00:00:00,63.03
2014-02-21 00:00:00,61.71
2014-02-22 00:00:00,63.32
2014-02-23 00:00:00,62.7
2014-02-24 00:00:00,62.45
2014-02-25 00:00:00,62.61
2014-02-26 00:00:00,62.64
2014-02-27 00:00:00,61.79
2014-02-28 00:00:00,63.4
2014-03-01 00:00:00,62.67
2014-03-02 00:00:00,62.87
2014-03-03 00:00:00,63.13
2014-03-04 00:00:00,62.14
2014-03-05 00:00:00,62.88
2014-03-06 00:00:00,62.51
2014-03-07 00:00:00,63.07
2014-03-08 00:00:00,61.58
2014-03-09 00:00:00,62.59
2014-03-10 00:00:00,62.34
2014-03-11 00:00:00,62.86
2014-03-12 00:00:00,62.87
2014-03-13 00:00:00,62.28
2014-03-14 00:00:00,62.28
2014-03-15 00:00:00,62.58
2014-03-16 00:00:00,62.19
2014-03-17 00:00:00,63.05
2014-03-18 00:00:00,62.45
2014-03-19 00:00:00,61.18
2014-03-20 00:00:00,62.44
2014-03-21 00:00:00,62.11
2014-03-22 00:00:00,61.81
2014-03-23 00:00:00,62.01
2014-03-24 00:00:00,62.68
2014-03-25 00:00:00,63.29
2014-03-26 00:00:00,62.78
2014-03-27 00:00:00,62.32
2014-03-28 00:00:00,62.85
2014-03-29 00:00:00,62.39
2014-03-30 00:00:00,62.27
2014-03-31 00:00:00,62.04
2014-04-01 00:00:00,61.74
2014-04-02 00:00:00,62.42
2014-04-03 00:00:00,62.69
2014-04-04 00:00:00,62.56
2014-04-05 00:00:00,62.4
2014-04-06 00:00:00,62.14
2014-04-07 00:00:00,62.91
2014-04-08 00:00:00,61.95
2014-04-09 00:00:00,63.0
2014-04-10 00:00:00,62.1
2014-04-11 00:00:00,62.23
2014-04-12 00:00:00,61.87
2014-04-13 00:00:00,62.35
2014-04-14 00:00:00,63.09
2014-04-15 00:00:00,62.86
2014-04-16 00:00:00,63.09
2014-04-17 00:00:00,62.86
2014-04-18 00:00:00,62.04
2014-04-19 00:00:00,62.43
2014-04-20 00:00:00,62.2
2014-04-21 00:00:00,63.26
2014-04-22 00:00:00,61.99
2014-04-23 00:00:00,63.04
2014-04-24 00:00:00,63.04
2014-04-25 00:00:00,63.5
2014-04-26 00:00:00,62.38
2014-04-27 00:00:00,62.94
2014-04-28 00:00:00,63.73
2014-04-29 00:00:00,62.28
2014-04-30 00:00:00,61.82
2014-05-01 00:00:00,61.64
2014-05-02 00:00:00,62.94
2014-05-03 00:00:00,61.64
2014-05-04 00:00:00,62.39
2014-05-05 00:00:00,62.8
2014-05-06 00:00:00,62.67
2014-05-07 00:00:00,62.79
2014-05-08 00:00:00,62.68
2014-05-09 00:00:00,63.21
2014-05-10 00:00:00,62.1
2014-05-11 00:00:00,62.23
2014-05-12 00:00:00,62.18
2014-05-13 00:00:00,62.98
2014-05-14 00:00:00,63.02
2014-05-15 00:00:00,62.79
2014-05-16 00:00:00,63.16
2014-05-17 00:00:00,61.97
2014-05-18 00:00:00,63.4
2014-05-19 00:00:00,63.32
2014-05-20 00:00:00,62.93
2014-05-21 00:00:00,63.45
2014-05-22 00:00:00,61.73
2014-05-23 00:00:00,62.29
2014-05-24 00:00:00,62.19
2014-05-25 00:00:00,62.91
2014-05-26 00:00:00,62.03
2014-05-27 00:00:00,62.93
2014-05-28 00:00:00,63.24
2014-05-29 00:00:00,62.9
2014-05-30 00:00:00,62.69
2014-05-31 00:00:00,62.05
2014-06-01 00:00:00,62.12
2014-06-02 00:00:00,63.17
2014-06-03 00:00:00,62.93
2014-06-04 00:00:00,62.52
2014-06-05 00:00:00,62.33
2014-06-06 00:00:00,61.53
2014-06-07 00:00:00,62.0
2014-06-08 00:00:00,63.49
2014-06-09 00:00:00,61.9
2014-06-10 00:00:00,62.63
2014-06-11 00:00:00,63.04
2014-06-12 00:00:00,61.91
2014-06-13 00:00:00,62.62
2014-06-14 00:00:00,63.0
2014-06-15 00:00:00,62.54
2014-06-16 00:00:00,63.96
2014-06-17 00:00:00,61.69
2014-06-18 00:00:00,63.06
2014-06-19 00:00:00,62.44
2014-06-20 00:00:00,62.91
2014-06-21 00:00:00,62.74
2014-06-22 00:00:00,62.16
2014-06-23 00:00:00,62.64
2014-06-24 00:00:00,61.59
2014-06-25 00:00:00,62.82
2014-06-26 00:00:00,62.67
2014-06-27 00:00:00,62.84
2014-06-28 00:00:00,63.04
2014-06-29 00:00:00,62.7
2014-06-30 00:00:00,62.59
2014-07-01 00:00:00,62.07
2014-07-02 00:00:00,62.15
2014-07-03 00:00:00,63.1
2014-07-04 00:00:00,63.23
2014-07-05 00:00:00,62.39
2014-07-06 00:00:00,62.53
2014-07-07 00:00:00,62.05
2014-07-08 00:00:00,63.09
2014-07-09 00:00:00,62.84
2014-07-10 00:00:00,63.47
2014-07-11 00:00:00,62.06
2014-07-12 00:00:00,62.31
2014-07-13 00:00:00,62.61
2014-07-14 00:00:00,62.82
2014-07-15 00:00:00,62.39
2014-07-16 00:00:00,62.06
2014-07-17 00:00:00,62.93
2014-07-18 00:00:00,62.85
2014-07-19 00:00:00,62.03
2014-07-20 00:00:00,63.17
2014-07-21 00:00:00,63.07
2014-07-22 00:00:00,62.55
2014-07-23 00:00:00,62.53
2014-07-24 00:00:00,62.76
2014-07-25 00:00:00,62.05
2014-07-26 00:00:00,62.5
2014-07-27 00:00:00,61.41
2014-07-28 00:00:00,62.92
2014-07-29 00:00:00,61.7
2014-07-30 00:00:00,63.23
2014-07-31 00:00:00,62.31
2014-08-01 00:00:00,62.37
2014-08-02 00:00:00,62.16
2014-08-03 00:00:00,62.33
2014-08-04 00:00:00,63.18
2014-08-05 00:00:00,61.23
2014-08-06 00:00:00,63.11
2014-08-07 00:00:00,62.64
2014-08-08 00:00:00,61.86
2014-08-09 00:00:00,61.93
2014-08-10 00:00:00,63.3
2014-08-11 00:00:00,61.99
2014-08-12 00:00:00,61.89
2014-08-13 00:00:00,63.03
2014-08-14 00:00:00,62.63
2014-08-15 00:00:00,61.99
2014-08-16 00:00:00,62.57
2014-08-17 00:00:00,61.94
2014-08-18 00:00:00,63.01
2014-08-19 00:00:00,62.99
2014-08-20 00:00:00,62.72
2014-08-21 00:00:00,62.63
2014-08-22 00:00:00,63.33
2014-08-23 00:00:00,62.45
2014-08-24 00:00:00,61.86
2014-08-25 00:00:00,62.67
2014-08-26 00:00:00,63.49
2014-08-27 00:00:00,61.94
2014-08-28 00:00:00,62.26
2014-08-29 00:00:00,62.65
2014-08-30 00:00:00,62.42
2014-08-31 00:00:00,61.95
2014-09-01 00:00:00,63.0
2014-09-02 00:00:00,63.6
2014-09-03 00:00:00,62.54
2014-09-04 00:00:00,61.98
2014-09-05 00:00:00,61.66
2014-09-06 00:00:00,62.56
2014-09-07 00:00:00,62.99
2014-09-08 00:00:00,62.67
2014-09-09 00:00:00,62.43
2014-09-10 00:00:00,62.14
2014-09-11 00:00:00,61.88
2014-09-12 00:00:00,62.85
2014-09-13 00:00:00,62.88
2014-09-14 00:00:00,61.65
2014-09-15 00:00:00,63.22
2014-09-16 00:00:00,62.71
2014-09-17 00:00:00,63.12
2014-09-18 00:00:00,61.75
2014-09-19 00:00:00,61.74
2014-09-20 00:00:00,62.34
2014-09-21 00:00:00,62.67
2014-09-22 00:00:00,63.31
2014-09-23 00:00:00,62.77
2014-09-24 00:00:00,62.29
2014-09-25 00:00:00,61.9
2014-09-26 00:00:00,63.03
2014-09-27 00:00:00,61.93
2014-09-28 00:00:00,63.22
2014-09-29 00:00:00,62.27
2014-09-30 00:00:00,63.2
2014-10-01 00:00:00,62.75
2014-10-02 00:00:00,62.34
2014-10-03 00:00:00,62.14
2014-10-04 00:00:00,62.23
2014-10-05 00:00:00,62.62
2014-10-06 00:00:00,62.44
2014-10-07 00:00:00,62.1
2014-10-08 00:00:00,62.31
2014-10-09 00:00:00,62.44
2014-10-10 00:00:00,61.33
2014-10-11 00:00:00,62.62
2014-10-12 00:00:00,61.9
2014-10-13 00:00:00,61.82
2014-10-14 00:00:00,61.55
2014-10-15 00:00:00,61.49
2014-10-16 00:00:00,61.71
2014-10-17 00:00:00,62.03
2014-10-18 00:00:00,63.36
2014-10-19 00:00:00,62.12
2014-10-20 00:00:00,62.47
2014-10-21 00:00:00,62.58
2014-10-22 00:00:00,62.45
2014-10-23 00:00:00,62.34
2014-10-24 00:00:00,61.78
2014-10-25 00:00:00,63.1
2014-10-26 00:00:00,63.28
2014-10-27 00:00:00,61.53
2014-10-28 00:00:00,61.86
2014-10-29 00:00:00,62.23
2014-10-30 00:00:00,61.89
2014-10-31 00:00:00,62.62
2014-11-01 00:00:00,62.01
2014-11-02 00:00:00,63.45
2014-11-03 00:00:00,62.96
2014-11-04 00:00:00,62.47
2014-11-05 00:00:00,62.88
2014-11-06 00:00:00,62.92
2014-11-07 00:00:00,62.08
2014-11-08 00:00:00,61.95
2014-11-09 00:00:00,62.4
2014-11-10 00:00:00,62.79
2014-11-11 00:00:00,62.43
2014-11-12 00:00:00,61.57
2014-11-13 00:00:00,61.95
2014-11-14 00:00:00,62.32
2014-11-15 00:00:00,62.32
2014-11-16 00:00:00,63.34
2014-11-17 00:00:00,61.66
2014-11-18 00:00:00,62.6
2014-11-19 00:00:00,63.09
2014-11-20 00:00:00,63.48
2014-11-21 00:00:00,62.14
2014-11-22 00:00:00,62.59
2014-11-23 00:00:00,62.63
2014-11-24 00:00:00,62.44
2014-11-25 00:00:00,62.29
2014-11-26 00:00:00,62.56
2014-11-27 00:00:00,61.07
2014-11-28 00:00:00,62.68
2014-11-29 00:00:00,62.4
2014-11-30 00:00:00,62.23
2014-12-01 00:00:00,63.36
2014-12-02 00:00:00,62.0
2014-12-03 00:00:00,62.13
2014-12-04 00:00:00,63.33
2014-12-05 00:00:00,61.92
2014-12-06 00:00:00,62.05
2014-12-07 00:00:00,62.26
2014-12-08 00:00:00,62.75
2014-12-09 00:00:00,62.43
2014-12-10 00:00:00,61.68
2014-12-11 00:00:00,62.06
2014-12-12 00:00:00,62.02
2014-12-13 00:00:00,62.28
2014-12-14 00:00:00,62.53
2014-12-15 00:00:00,62.53
2014-12-16 00:00:00,61.43
2014-12-17 00:00:00,62.85
2014-12-18 00:00:00,62.44
2014-12-19 00:00:00,63.01
2014-12-20 00:00:00,62.54
2014-12-21 00:00:00,62.86
2014-12-22 00:00:00,62.54
2014-12-23 00:00:00,62.98
2014-12-24 00:00:00,62.57
2014-12-25 00:00:00,62.26
2014-12-26 00:00:00,63.44
2014-12-27 00:00:00,62.75
2014-12-28 00:00:00,62.59
2014-12-29 00:00:00,61.67
2014-12-30 00:00:00,61.66
2014-12-31 00:00:00,62.45
2015-01-01 00:00:00,62.37
2015-01-02 00:00:00,61.99
2015-01-03 00:00:00,62.37
2015-01-04 00:00:00,63.09
2015-01-05 00:00:00,62.64
2015-01-06 00:00:00,61.72
2015-01-07 00:00:00,62.23
2015-01-08 00:00:00,61.88
2015-01-09 00:00:00,62.09
2015-01-10 00:00:00,62.07
2015-01-11 00:00:00,62.04
2015-01-12 00:00:00,61.65
2015-01-13 00:00:00,62.21
2015-01-14 00:00:00,61.99
